Base,Label,In Base,Detectable By Tool,Base Size,Positive No,Coverage,TP,TN,FP,FN,Recall,Precision
TestSet.csv,Reentrancy,True,True,645,54,98.14814814814815,53,416,175,1,0.9814814814814815,0.2324561403508772
TestSet.csv,Access Control,True,True,645,76,82.89473684210526,63,324,245,13,0.8289473684210527,0.20454545454545456
TestSet.csv,Arithmetic,True,True,645,45,84.44444444444444,38,466,134,7,0.8444444444444444,0.22093023255813954
TestSet.csv,Unchecked Return Values,True,True,645,116,75.0,87,438,91,29,0.75,0.4887640449438202
TestSet.csv,DoS,True,True,645,38,39.473684210526315,15,554,53,23,0.39473684210526316,0.22058823529411764
TestSet.csv,Bad Randomness,True,True,645,4,0.0,0,626,15,4,0.0,0.0
TestSet.csv,Front-Running,True,True,645,34,73.52941176470588,25,453,158,9,0.7352941176470589,0.1366120218579235
TestSet.csv,Time manipulation,True,True,645,35,97.14285714285714,34,492,118,1,0.9714285714285714,0.2236842105263158
