id,DASP,1,2,3,4,5,6,7,8,9,10,AnalysisTime
0120a2934d0ffe4b904830fe899f554b,"[1, 2, 4, 5, 7, 10.0]",1,1,0,1,1,0,1,0,0,1,
01dd4a2eacf1f751bcf9070bca20c3a2,"[1, 2, 10.0, 7]",1,1,0,0,0,0,1,0,0,1,
0345fd45c66b19acd3d1ea62659fe7c6,"[2.0, 10.0, 4]",0,1,0,1,0,0,0,0,0,1,
037b28dd4a4145b2363c3e823896d5ba,"[1, 2, 4, 5, 10.0]",1,1,0,1,1,0,0,0,0,1,
03d0baf5a3e31dda5d1efe05d40658d8,[10.0],0,0,0,0,0,0,0,0,0,1,
04a8004f4d161150f9a5bad912ea1df3,[10.0],0,0,0,0,0,0,0,0,0,1,
050d9b669e0a36a25d8bcdfdab64cc2d,"[2.0, 3, 5.0, 8, 10.0]",0,1,1,0,1,0,0,1,0,1,
0577326ac4a685c6148dde8eac56236f,[10.0],0,0,0,0,0,0,0,0,0,1,
05a16bca48750b9ea9e52f8412b4cf63,"[10.0, 2]",0,1,0,0,0,0,0,0,0,1,
05fecfbf66b19b64ef7b468b71052fd5,"[1, 2, 3, 4.0, 5, 6.0, 10]",1,1,1,1,1,1,0,0,0,1,
0613172bdabca2110b68a474022387b6,"[10.0, 5.0]",0,0,0,0,1,0,0,0,0,1,
06c72a09a66dc22c9898ab9ca5cdaae9,"[2, 10.0, 4, 7]",0,1,0,1,0,0,1,0,0,1,
07601b034f8e36319188e57a49bd5ce8,"[1.0, 2.0, 3, 4.0, 5.0, 10.0]",1,1,1,1,1,0,0,0,0,1,
0761a37c97dccdc9d7f9d036e8588207,"[1.0, 2.0, 5.0, 7, 10.0]",1,1,0,0,1,0,1,0,0,1,
07645408707f4f4bf4775fa41370f6f9,[10.0],0,0,0,0,0,0,0,0,0,1,
07dfae0441fd39d7c11c113600f30091,"[1.0, 2, 3, 4.0, 5.0, 8, 10]",1,1,1,1,1,0,0,1,0,1,
07e178810f331d9443ca152241111e46,"[1, 2.0, 3, 4.0, 5, 7, 10.0]",1,1,1,1,1,0,1,0,0,1,
081234acd7c565a6692e5ecd767fa464,"[1.0, 2, 3, 7, 10.0]",1,1,1,0,0,0,1,0,0,1,
0814bc7337c9aea7604bcf1e34602eec,"[2, 10.0, 3]",0,1,1,0,0,0,0,0,0,1,
092bef56912fc2d068ff495b84c5981c,[10],0,0,0,0,0,0,0,0,0,1,
0970ec7cf5331089986386e015e189a9,"[1.0, 2.0, 3, 6.0, 8, 10]",1,1,1,0,0,1,0,1,0,1,
0a657914023ad144786c19dd4d3c02c8,"[1, 2, 3, 4.0, 5, 6.0, 10]",1,1,1,1,1,1,0,0,0,1,
0ad31049154df70d7a12c76e3147f1b3,"[10.0, 2]",0,1,0,0,0,0,0,0,0,1,
0b15062b3b1ad7158064ee8a49e9aea5,"[10.0, 2]",0,1,0,0,0,0,0,0,0,1,
0b4e8eb359864e1ebeab51328cd56bdc,"[10.0, 2]",0,1,0,0,0,0,0,0,0,1,
0c0e4d519a4ee4389b9292f0b149f2d4,"[1, 2, 4, 5, 7, 10.0]",1,1,0,1,1,0,1,0,0,1,
0c11eade660c549fd30cc7b4007f6ef2,"[10.0, 2, 3, 6]",0,1,1,0,0,1,0,0,0,1,
0c7b631a8ef6749bf461c2a5c41b1c3b,"[1.0, 2.0, 3.0, 5, 8, 10.0]",1,1,1,0,1,0,0,1,0,1,
0cd3887e363031fd0f04b1d477509287,"[10, 3]",0,0,1,0,0,0,0,0,0,1,
0cdc64278f3169e4b4be494f50a9067f,"[1, 2.0, 3, 4.0, 8, 10]",1,1,1,1,0,0,0,1,0,1,
0d379be1f89da0c9303fb0bf0000422d,"[10.0, 2, 7]",0,1,0,0,0,0,1,0,0,1,
0dbc325aa6f6923e3a4a925e3830c38a,"[1.0, 2, 3, 4.0, 5.0, 6.0, 7, 8, 10]",1,1,1,1,1,1,1,1,0,1,
0ddd1c046d2a572672c87f87e287a176,"[1, 2, 3, 4.0, 7, 8, 10.0]",1,1,1,1,0,0,1,1,0,1,
0e7d44697efe5ffbd4a6888f9254516c,"[10.0, 3]",0,0,1,0,0,0,0,0,0,1,
0f38a6a31712df8e7e341cd036fd9aa5,"[2.0, 10.0, 3]",0,1,1,0,0,0,0,0,0,1,
0f77d5a3a5121cabb56b39ee1e11aac4,"[1, 2, 4, 7, 10.0]",1,1,0,1,0,0,1,0,0,1,
102a618824753eaad17a77509c445010,"[10.0, 2.0]",0,1,0,0,0,0,0,0,0,1,
12232158c649c2dd6591ae7adf8d4b0d,"[1, 2.0, 3, 4, 5, 10]",1,1,1,1,1,0,0,0,0,1,
12cb73a15ca26bf59c4183bd067c5906,"[1.0, 2, 3, 4.0, 10.0]",1,1,1,1,0,0,0,0,0,1,
12d3b6e46ba8276510e366c348bc13cf,"[10.0, 3]",0,0,1,0,0,0,0,0,0,1,
1493bd69dd6c68eaa0a679ca252d5f5a,"[2, 10.0, 4.0]",0,1,0,1,0,0,0,0,0,1,
14a8bbda468794fcd892b35ed3832087,"[2, 10.0, 7]",0,1,0,0,0,0,1,0,0,1,
160b5628c19386cb7ca4da92e9da26f0,"[1.0, 2, 3, 6.0, 7, 8, 10.0]",1,1,1,0,0,1,1,1,0,1,
1624d9e1c8e1da02b7c60e3ff0c65287,"[2, 10.0, 7]",0,1,0,0,0,0,1,0,0,1,
170efd3c08dd99667ce0bafd8e9ef6e3,"[1.0, 2, 3, 5.0, 6.0, 7, 8, 10.0]",1,1,1,0,1,1,1,1,0,1,
17186f654d31fa50dc5f33c4eb221a23,"[1, 2, 3, 5.0, 8, 10]",1,1,1,0,1,0,0,1,0,1,
17b002d621d0adb10714b85f9514369d,"[1, 2, 3, 4, 5.0, 7, 8, 10]",1,1,1,1,1,0,1,1,0,1,
188ab807816ab491981f51fb9c18ac69,"[3.0, 1, 2, 10.0]",1,1,1,0,0,0,0,0,0,1,
