id,MAIAN_1,MAIAN_2,MAIAN_3,MAIAN_4,MAIAN_5,MAIAN_6,MAIAN_7,MAIAN_8,MAIAN_9,MAIAN_10,Mythril_1,Mythril_2,Mythril_3,Mythril_4,Mythril_5,Mythril_6,Mythril_7,Mythril_8,Mythril_9,Mythril_10,Semgrep_1,Semgrep_2,Semgrep_3,Semgrep_4,Semgrep_5,Semgrep_6,Semgrep_7,Semgrep_8,Semgrep_9,Semgrep_10,Slither_1,Slither_2,Slither_3,Slither_4,Slither_5,Slither_6,Slither_7,Slither_8,Slither_9,Slither_10,Solhint_1,Solhint_2,Solhint_3,Solhint_4,Solhint_5,Solhint_6,Solhint_7,Solhint_8,Solhint_9,Solhint_10,VeriSmart_1,VeriSmart_2,VeriSmart_3,VeriSmart_4,VeriSmart_5,VeriSmart_6,VeriSmart_7,VeriSmart_8,VeriSmart_9,VeriSmart_10
0613172bdabca2110b68a474022387b6,,0,,,0,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,,0,,0,0,0,0,0,1,0,,0,,1,0,0,,0,0,0,,0,,1,,0,0,,,,,,,
0631b0de9a3a0e8bfa7461055a38f15f,,0,,,0,,,,,,1,1,0,1,1,0,1,0,,0,0,0,0,,,0,,0,,0,0,1,0,1,0,0,,0,,1,0,0,,1,0,0,,0,,1,,0,0,,,,,,,
065526a92fb1c30e80e23513f3d39611,,1,,,0,,,,,,0,1,1,0,0,0,0,0,,0,0,0,0,,,0,,0,,1,0,0,0,0,0,0,,0,,1,0,1,,0,0,0,,0,,1,,1,0,,,,,,,
06c72a09a66dc22c9898ab9ca5cdaae9,,0,,,0,,,,,,0,1,0,0,0,0,1,0,,0,0,0,0,,,0,,0,,1,0,1,0,0,0,0,,0,,1,0,1,,1,0,0,,0,,1,,1,0,,,,,,,
072123a8f7b1dc7bd849ebe6b9dd80d9,,0,,,0,,,,,,0,0,0,0,0,0,0,1,,1,0,0,0,,,0,,0,,1,1,0,0,0,0,0,,1,,1,0,1,,0,0,0,,1,,1,,0,1,,,,,,,
07601b034f8e36319188e57a49bd5ce8,,0,,,0,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,,0,,1,1,1,0,1,1,0,,0,,1,0,1,,1,0,0,,0,,1,,1,1,,,,,,,
0761a37c97dccdc9d7f9d036e8588207,,0,,,1,,,,,,0,0,0,0,0,0,1,0,,0,0,0,0,,,0,,0,,1,1,1,0,0,0,0,,0,,1,1,1,,0,0,0,,0,,1,,1,0,,,,,,,
07645408707f4f4bf4775fa41370f6f9,,0,,,0,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,,0,,1,0,0,0,0,0,0,,0,,1,0,0,,0,0,0,,0,,1,,0,0,,,,,,,
07cbb747e4b2a4a9e71c59cb8b75cb33,,0,,,0,,,,,,1,0,0,0,1,0,1,0,,1,0,0,0,,,0,,0,,1,0,0,0,0,0,0,,0,,1,0,1,,0,1,0,,0,,1,,0,1,,,,,,,
07dfae0441fd39d7c11c113600f30091,,0,,,1,,,,,,0,1,1,0,0,0,0,1,,1,0,0,0,,,0,,0,,1,1,1,0,1,1,0,,1,,1,0,1,,1,0,0,,1,,1,,1,1,,,,,,,
07e178810f331d9443ca152241111e46,,0,,,0,,,,,,1,0,0,0,0,0,1,0,,0,0,0,0,,,0,,0,,0,1,1,0,1,0,0,,0,,1,0,1,,1,1,0,,0,,1,,0,1,,,,,,,
081234acd7c565a6692e5ecd767fa464,,0,,,0,,,,,,0,0,0,0,0,0,1,0,,0,0,0,0,,,0,,0,,1,1,0,0,0,0,0,,0,,1,1,1,,0,0,0,,0,,1,,1,1,,,,,,,
0814bc7337c9aea7604bcf1e34602eec,,0,,,0,,,,,,0,1,1,0,0,0,0,0,,0,0,0,0,,,0,,0,,1,0,0,0,0,0,0,,0,,1,0,1,,0,0,0,,0,,1,,1,0,,,,,,,
0901241c8dd29426865fcbbe5ba3b634,,0,,,0,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,,0,,1,0,0,0,0,1,0,,0,,1,0,1,,0,0,0,,0,,1,,0,0,,,,,,,
0915cc5a3af79fd77f0e6fa6f9cea662,,0,,,0,,,,,,0,0,1,0,0,0,0,0,,0,0,0,0,,,0,,0,,1,0,0,0,0,0,0,,0,,1,0,0,,0,0,0,,0,,1,,0,1,,,,,,,
092bef56912fc2d068ff495b84c5981c,,0,,,0,,,,,,0,0,0,0,0,0,0,0,,1,0,0,0,,,0,,0,,0,0,0,0,0,0,0,,0,,1,0,0,,0,0,0,,0,,1,,0,0,,,,,,,
0941822b02321250c9ba3d7e4f799fb9,,0,,,0,,,,,,1,0,0,0,1,0,0,0,,1,0,0,0,,,0,,0,,1,0,0,1,0,1,0,,0,,1,0,1,,0,0,0,,0,,1,,0,1,,,,,,,
0970ec7cf5331089986386e015e189a9,,0,,,0,,,,,,0,0,1,0,0,0,0,1,,1,0,0,0,,,0,,0,,1,1,1,0,0,0,1,,1,,1,1,1,,0,0,1,,1,,1,,1,1,,,,,,,
097876cc71b434c46e9ed75f0f353a39,,0,,,0,,,,,,0,0,1,0,0,0,0,1,,1,0,0,0,,,0,,0,,1,0,0,1,0,1,0,,1,,1,0,1,,0,0,0,,1,,1,,1,1,,,,,,,
09abd8e8b828291ae4117d74efb2c3b2,,0,,,0,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,,0,,0,0,1,0,0,0,0,,0,,1,0,0,,0,0,0,,0,,1,,0,1,,,,,,,
0a657914023ad144786c19dd4d3c02c8,,0,,,0,,,,,,1,1,1,0,1,0,0,0,,1,0,0,0,,,0,,0,,1,1,1,0,1,0,1,,0,,1,1,1,,1,1,0,,0,,1,,1,1,,,,,,,
0ad31049154df70d7a12c76e3147f1b3,,0,,,0,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,,0,,1,0,0,0,0,0,0,,0,,1,0,1,,0,0,0,,0,,1,,0,0,,,,,,,
0adbb9434478f6977b5a383b1c5515a2,,0,,,0,,,,,,1,1,1,0,0,0,1,0,,1,0,0,0,,,0,,0,,1,0,0,0,0,0,0,,0,,1,0,1,,0,0,0,,1,,1,,0,1,,,,,,,
0b15062b3b1ad7158064ee8a49e9aea5,,0,,,0,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,,0,,0,0,0,0,0,0,0,,0,,1,0,1,,0,0,0,,0,,1,,0,0,,,,,,,
0b4e8eb359864e1ebeab51328cd56bdc,,0,,,0,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,,0,,1,0,0,0,0,0,0,,0,,1,0,1,,0,0,0,,0,,1,,0,0,,,,,,,
0b7fdbde9c5fb131df885e99abfd11ae,,0,,,0,,,,,,0,0,0,0,0,0,0,0,,1,0,0,0,,,0,,0,,1,0,1,0,0,1,0,,0,,1,0,0,,0,0,0,,0,,1,,0,0,,,,,,,
0c0352806607ebee1075b7560fff11e1,,0,,,0,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,,0,,0,0,0,0,0,1,0,,0,,1,0,0,,0,0,0,,0,,1,,0,1,,,,,,,
0c0e4d519a4ee4389b9292f0b149f2d4,,0,,,0,,,,,,1,1,0,1,1,0,1,0,,0,0,0,0,,,0,,0,,0,0,1,0,1,0,0,,0,,1,0,0,,1,0,0,,0,,1,,0,0,,,,,,,
0c11eade660c549fd30cc7b4007f6ef2,,0,,,0,,,,,,0,1,1,0,0,1,0,0,,0,0,0,0,,,0,,0,,0,0,0,0,0,0,0,,0,,1,0,1,,0,0,0,,0,,1,,1,1,,,,,,,
0c7b631a8ef6749bf461c2a5c41b1c3b,,0,,,0,,,,,,0,0,0,0,0,0,0,1,,0,0,0,0,,,0,,0,,1,1,1,1,0,0,0,,1,,1,0,0,,0,1,0,,1,,1,,0,1,,,,,,,
0cd3887e363031fd0f04b1d477509287,,0,,,0,,,,,,0,0,1,0,0,0,0,0,,1,0,0,0,,,0,,0,,1,0,0,0,0,0,0,,0,,1,0,0,,0,0,0,,0,,1,,0,1,,,,,,,
0cdc64278f3169e4b4be494f50a9067f,,0,,,0,,,,,,1,0,1,0,0,0,0,0,,1,0,0,0,,,0,,0,,1,1,1,0,1,0,0,,0,,1,0,1,,1,0,0,,1,,1,,0,0,,,,,,,
0d344ac02d0d888ab77c448773a07394,,0,,,0,,,,,,1,0,0,0,1,0,0,0,,1,0,0,0,,,0,,0,,1,0,0,1,0,0,0,,0,,1,0,1,,0,0,0,,0,,1,,0,1,,,,,,,
0d379be1f89da0c9303fb0bf0000422d,,0,,,0,,,,,,0,0,0,0,0,0,1,0,,0,0,0,0,,,0,,0,,0,0,0,0,0,0,0,,0,,1,0,0,,0,0,0,,0,,1,,1,0,,,,,,,
0dbc325aa6f6923e3a4a925e3830c38a,,0,,,1,,,,,,0,1,1,0,0,0,1,1,,1,0,0,0,,,0,,0,,1,1,1,0,1,1,1,,1,,1,0,1,,1,0,0,,1,,1,,1,1,,,,,,,
0ddd1c046d2a572672c87f87e287a176,,0,,,0,,,,,,1,1,0,0,0,0,1,0,,0,0,0,0,,,0,,0,,1,1,1,0,1,0,0,,0,,1,1,1,,1,0,0,,1,,1,,1,1,,,,,,,
0dff59e2f4b1587ce1c7be44319374f0,,0,,,1,,,,,,0,0,1,0,0,0,0,0,,0,0,0,0,,,0,,0,,1,0,0,0,0,1,0,,0,,1,0,0,,0,0,0,,0,,1,,0,1,,,,,,,
0e3e5cbab09da8bcf8039cb5bf0c6a80,,0,,,0,,,,,,0,0,1,0,0,0,0,1,,1,0,0,0,,,0,,0,,1,0,0,1,0,1,0,,1,,1,0,1,,0,0,0,,1,,1,,1,1,,,,,,,
0e789ab19989ffb72550692cf458110a,,0,,,0,,,,,,0,0,1,0,0,0,0,1,,1,0,0,0,,,0,,0,,1,0,0,1,0,1,0,,1,,1,0,1,,0,0,0,,1,,1,,1,1,,,,,,,
0e7d44697efe5ffbd4a6888f9254516c,,0,,,0,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,,0,,1,0,0,0,0,0,0,,0,,1,0,0,,0,0,0,,0,,1,,0,1,,,,,,,
0e9b2182ea72fab1e822f0bebe52f9e6,,0,,,0,,,,,,0,0,1,0,0,0,0,1,,1,0,0,0,,,0,,0,,1,1,1,0,0,0,0,,1,,1,1,1,,0,0,0,,1,,1,,0,1,,,,,,,
0f38a6a31712df8e7e341cd036fd9aa5,,1,,,0,,,,,,0,1,1,0,0,0,0,0,,0,0,0,0,,,0,,0,,1,0,1,0,0,0,0,,0,,1,0,1,,0,0,0,,0,,1,,1,0,,,,,,,
0f455b192d1356519b25a44a5a8651c1,,0,,,0,,,,,,0,0,1,0,1,0,0,1,,0,0,0,0,,,0,,0,,1,1,1,0,0,0,0,,1,,1,0,1,,0,1,0,,1,,1,,1,1,,,,,,,
0f77d5a3a5121cabb56b39ee1e11aac4,,0,,,0,,,,,,1,1,0,1,0,0,1,0,,0,0,0,0,,,0,,0,,1,1,1,0,1,0,0,,0,,1,1,1,,1,0,0,,0,,1,,1,0,,,,,,,
0f7db6bbb35fa3a203c4b3c1356cfd47,,0,,,0,,,,,,0,0,1,0,0,1,1,0,,1,0,0,0,,,0,,0,,1,0,0,0,0,0,1,,0,,1,0,1,,0,0,0,,0,,1,,1,1,,,,,,,
1020c7a5a1e66176cb2abbfe15a32219,,0,,,0,,,,,,0,0,1,0,0,0,0,1,,1,0,0,0,,,0,,0,,1,0,0,1,0,1,0,,1,,1,0,1,,0,0,0,,1,,1,,1,1,,,,,,,
102a618824753eaad17a77509c445010,,0,,,0,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,,0,,1,0,1,0,0,0,0,,0,,1,0,0,,0,0,0,,0,,1,,0,0,,,,,,,
1050358a62aaed597822af6ce23b8197,,0,,,0,,,,,,0,0,1,0,0,0,0,1,,1,0,0,0,,,0,,0,,1,0,0,1,0,1,0,,1,,1,0,1,,0,0,0,,1,,1,,1,1,,,,,,,
10b7a74f271efb1a1d249bb1fd6cca40,,0,,,0,,,,,,0,0,0,0,0,0,0,0,,1,0,0,0,,,0,,0,,1,0,0,0,0,0,0,,0,,1,0,1,,0,0,0,,0,,1,,0,1,,,,,,,
110a2d9d5afe9c2cee6d98fe6f0d6dbb,,1,,,0,,,,,,0,0,1,0,0,0,0,0,,0,0,0,0,,,0,,0,,1,0,1,1,0,0,0,,0,,1,0,1,,0,0,0,,0,,1,,1,1,,,,,,,
1193cc3aedbade2c62c60f272cab636e,,0,,,0,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,,0,,1,0,0,0,0,1,0,,0,,1,0,1,,0,0,0,,0,,1,,0,1,,,,,,,
12232158c649c2dd6591ae7adf8d4b0d,,0,,,0,,,,,,1,0,1,1,0,0,0,0,,1,0,0,0,,,0,,0,,0,1,1,0,1,0,0,,0,,1,0,1,,1,1,0,,0,,1,,0,1,,,,,,,
122bd31ed8e2a77782bf1035f355b764,,0,,,0,,,,,,0,0,1,0,0,0,0,0,,0,0,0,0,,,0,,0,,1,1,0,0,0,0,0,,0,,1,1,1,,0,0,0,,0,,1,,0,0,,,,,,,
12482a4b557878f2f13154f65501464b,,0,,,0,,,,,,0,0,1,0,0,0,0,1,,1,0,0,0,,,0,,0,,1,0,0,1,0,1,0,,1,,1,0,1,,0,0,0,,1,,1,,1,1,,,,,,,
12a26b92d91099ce48b97195faf7740f,,0,,,0,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,,0,,1,1,0,0,0,0,0,,0,,1,0,0,,0,0,0,,0,,1,,1,0,,,,,,,
12cb73a15ca26bf59c4183bd067c5906,,0,,,0,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,,0,,1,1,0,0,1,0,0,,0,,1,0,0,,1,0,0,,0,,1,,1,1,,,,,,,
12d3b6e46ba8276510e366c348bc13cf,,0,,,0,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,,0,,0,0,0,0,0,0,0,,0,,1,0,0,,0,0,0,,0,,1,,0,1,,,,,,,
135bb133e250c101c1bb70d988989f15,,0,,,0,,,,,,1,0,1,0,0,1,0,0,,1,0,0,0,,,0,,0,,0,1,0,0,0,0,0,,0,,1,0,0,,0,0,0,,0,,1,,0,1,,,,,,,
1364094cf4b69a0af5d2f20e4209bd68,,0,,,0,,,,,,0,0,1,0,0,0,0,1,,0,0,0,0,,,0,,0,,1,0,1,0,0,1,1,,1,,1,0,1,,0,0,0,,1,,1,,1,1,,,,,,,
13a5bb3f51f462630818a1827e88982c,,1,,,0,,,,,,0,1,1,0,0,0,1,0,,0,0,0,0,,,0,,0,,1,0,0,0,0,0,0,,0,,1,0,1,,0,0,0,,0,,1,,1,0,,,,,,,
13c35b7783bc190e74b7d3b0269f2fd7,,0,,,0,,,,,,0,0,1,0,0,0,0,0,,0,0,0,0,,,0,,0,,0,0,0,0,0,0,0,,0,,1,0,1,,0,0,0,,0,,1,,0,0,,,,,,,
1409eb02f72cd802b4f08b2f42aaa5f9,,0,,,0,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,,0,,1,0,1,0,0,1,0,,0,,1,0,0,,0,0,0,,0,,1,,0,1,,,,,,,
1472b670cce841c4d8d59713d7ecb061,,0,,,0,,,,,,0,0,0,0,0,0,0,0,,1,0,0,0,,,0,,0,,0,0,1,0,0,1,0,,0,,1,0,0,,0,0,0,,0,,1,,0,0,,,,,,,
1493bd69dd6c68eaa0a679ca252d5f5a,,0,,,0,,,,,,0,1,0,0,0,0,0,0,,0,0,0,0,,,0,,0,,0,0,1,0,1,0,0,,0,,1,0,0,,1,0,0,,0,,1,,1,0,,,,,,,
14a8bbda468794fcd892b35ed3832087,,0,,,0,,,,,,0,1,0,0,0,0,1,0,,0,0,0,0,,,0,,0,,1,0,0,0,0,0,0,,0,,1,0,1,,0,0,0,,0,,1,,0,0,,,,,,,
154a050ab0b1d12ebd63f35d588770ca,,0,,,0,,,,,,0,0,0,0,0,0,0,1,,1,0,0,0,,,0,,0,,1,0,0,0,1,0,0,,1,,1,0,1,,0,0,0,,1,,1,,0,1,,,,,,,
160b5628c19386cb7ca4da92e9da26f0,,0,,,0,,,,,,0,1,1,0,0,0,1,1,,0,0,0,0,,,0,,0,,1,1,1,0,0,0,1,,1,,1,0,1,,0,0,0,,1,,1,,1,1,,,,,,,
1624d9e1c8e1da02b7c60e3ff0c65287,,0,,,0,,,,,,0,1,0,0,0,0,1,0,,0,0,0,0,,,0,,0,,0,0,1,0,0,0,0,,0,,1,0,1,,0,0,0,,0,,1,,1,0,,,,,,,
170efd3c08dd99667ce0bafd8e9ef6e3,,0,,,0,,,,,,0,1,1,0,0,0,1,1,,0,0,0,0,,,0,,0,,1,1,1,0,0,1,1,,1,,1,0,1,,0,0,0,,1,,1,,1,1,,,,,,,
17186f654d31fa50dc5f33c4eb221a23,,0,,,0,,,,,,1,1,1,0,0,0,0,1,,1,0,0,0,,,0,,0,,1,0,1,0,0,1,0,,1,,1,0,1,,0,0,0,,1,,1,,1,1,,,,,,,
172ca81a71accec5f06e64ddfd21a9aa,,0,,,0,,,,,,0,0,0,0,0,0,0,0,,1,0,0,0,,,0,,0,,1,0,0,0,0,0,0,,0,,1,0,1,,0,0,0,,0,,1,,0,1,,,,,,,
17b002d621d0adb10714b85f9514369d,,0,,,0,,,,,,1,1,1,0,0,0,1,1,,1,0,0,0,,,0,,0,,1,0,1,0,0,1,0,,1,,1,0,1,,1,0,0,,1,,1,,1,1,,,,,,,
187c97cc295dfaaac4b85f7c829214fc,,0,,,0,,,,,,0,0,1,0,0,0,1,1,,0,0,0,0,,,0,,0,,1,1,1,0,0,0,0,,1,,1,1,1,,0,1,0,,1,,1,,1,1,,,,,,,
188ab807816ab491981f51fb9c18ac69,,0,,,0,,,,,,1,1,0,0,0,0,0,0,,0,0,0,0,,,0,,0,,1,0,1,1,0,0,0,,0,,1,0,1,,0,0,0,,0,,1,,1,1,,,,,,,
1898b33dbe505649787b93ba48be52ea,,0,,,0,,,,,,0,0,1,0,0,0,0,1,,1,0,0,0,,,0,,0,,1,0,0,1,0,1,0,,1,,1,0,1,,0,0,0,,1,,1,,1,1,,,,,,,
18c2e0c374031239846b704cf76a6854,,0,,,0,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,,0,,1,1,0,0,0,0,0,,0,,1,0,0,,0,0,0,,0,,1,,0,1,,,,,,,
18e688e073482b3a40ec870f75331797,,0,,,0,,,,,,0,0,1,0,0,0,0,1,,1,0,0,0,,,0,,0,,1,0,0,1,0,1,0,,1,,1,0,1,,0,0,0,,1,,1,,1,1,,,,,,,
1911c4c3b3a9a2814a7b7a52f1de6008,,0,,,1,,,,,,1,1,0,0,0,0,1,0,,1,0,0,0,,,0,,0,,1,1,1,0,1,1,0,,1,,1,1,1,,1,0,0,,1,,1,,1,1,,,,,,,
192e7e538fc0727b62d991da15d80812,,0,,,0,,,,,,1,1,0,0,1,0,0,0,,1,0,0,0,,,0,,0,,1,0,1,0,0,1,0,,0,,1,0,1,,0,1,0,,0,,1,,0,1,,,,,,,
195b1819a012bea1ae859280955908a6,,0,,,0,,,,,,1,0,0,0,1,0,0,0,,1,0,0,0,,,0,,0,,1,0,0,1,0,0,0,,0,,1,0,1,,0,1,0,,0,,1,,1,1,,,,,,,
19925cf07a2ade1cf6893df777230fc9,,0,,,0,,,,,,0,0,0,0,0,0,0,0,,1,0,0,0,,,0,,0,,1,1,1,0,0,0,0,,1,,1,0,1,,0,0,0,,1,,1,,0,1,,,,,,,
199832775fad71987d1043563af86276,,0,,,0,,,,,,1,0,1,0,0,0,0,0,,1,0,0,0,,,0,,0,,1,0,1,0,0,0,0,,0,,1,0,0,,0,0,0,,0,,1,,1,1,,,,,,,
19e0f47633f2435b79648c25a91fa68c,,0,,,0,,,,,,1,0,0,0,1,0,0,0,,1,0,0,0,,,0,,0,,1,0,0,1,0,0,0,,0,,1,0,1,,0,0,0,,0,,1,,0,1,,,,,,,
1b08279b5a676f50fc77288e962e7632,,1,,,0,,,,,,0,1,0,0,0,0,0,0,,1,0,0,0,,,0,,0,,1,0,1,0,0,0,0,,0,,1,0,0,,0,0,0,,0,,1,,1,1,,,,,,,
1b15a0a530394a1ff5768af418ebfecc,,0,,,0,,,,,,0,1,1,0,0,0,0,1,,0,0,0,0,,,0,,0,,1,0,0,0,0,0,0,,1,,1,0,1,,0,0,0,,1,,1,,1,1,,,,,,,
1b1bfab3b26b94f0cfc340fde62736c8,,0,,,0,,,,,,1,1,1,0,1,0,0,0,,1,0,0,0,,,0,,0,,1,1,1,0,1,0,1,,0,,1,1,1,,1,1,0,,0,,1,,1,1,,,,,,,
1b3486dac06eb803b92f74b3f15e66e5,,0,,,0,,,,,,0,1,1,0,0,0,0,1,,0,0,0,0,,,0,,0,,1,1,1,0,0,0,0,,1,,1,0,1,,0,0,0,,1,,1,,1,1,,,,,,,
