id,DASP,1,2,3,4,5,6,7,8,9,10,AnalysisTime
0109eb4190332c1261dedf7275cecdc2,"[10, 2, 5, 1]",1,1,0,0,1,0,0,0,0,1,0.784720989
0120a2934d0ffe4b904830fe899f554b,"[10, 4]",0,0,0,1,0,0,0,0,0,1,0.659090928
014a0178b1fb411bcff909ff91c1f21f,"[10, 2, 1]",1,1,0,0,0,0,0,0,0,1,0.690736322
01a8f206b8a8d4ad2fd3fd8f03f70ec5,"[10, 2]",0,1,0,0,0,0,0,0,0,1,0.701123187
01dd4a2eacf1f751bcf9070bca20c3a2,"[10, 2]",0,1,0,0,0,0,0,0,0,1,1.371303839
02000921b6e69ce9772624164efe30d6,"[10, 2]",0,1,0,0,0,0,0,0,0,1,0.712744106
02e245938145d2e3e48d467248445a9a,"[10, 6, 4, 2]",0,1,0,1,0,1,0,0,0,1,0.751653825
0345fd45c66b19acd3d1ea62659fe7c6,"[10, 2, 4]",0,1,0,1,0,0,0,0,0,1,0.624057832
037b28dd4a4145b2363c3e823896d5ba,"[10, 2, 4]",0,1,0,1,0,0,0,0,0,1,0.742093822
039204deeed2612d8cec03eb9be3d5ac,"[10, 2]",0,1,0,0,0,0,0,0,0,1,0.646433554
03d0baf5a3e31dda5d1efe05d40658d8,[10],0,0,0,0,0,0,0,0,0,1,0.732726523
04260850c2b912fffccfdf966c6d5be8,"[10, 2, 5]",0,1,0,0,1,0,0,0,0,1,0.761170154
04a8004f4d161150f9a5bad912ea1df3,[10],0,0,0,0,0,0,0,0,0,1,0.580032683
050d9b669e0a36a25d8bcdfdab64cc2d,"[10, 2, 8]",0,1,0,0,0,0,0,1,0,1,1.376200171
0577326ac4a685c6148dde8eac56236f,[10],0,0,0,0,0,0,0,0,0,1,0.64974665
05a16bca48750b9ea9e52f8412b4cf63,"[10, 2]",0,1,0,0,0,0,0,0,0,1,0.661905488
05fecfbf66b19b64ef7b468b71052fd5,"[10, 2, 5, 4, 1]",1,1,0,1,1,0,0,0,0,1,0.770445349
060542382a402916ceb3e1bf03cde783,"[10, 2, 8]",0,1,0,0,0,0,0,1,0,1,0.741481272
0613172bdabca2110b68a474022387b6,[10],0,0,0,0,0,0,0,0,0,1,0.711096569
0689868d0f2bb3d567f68060207b0c84,"[10, 2]",0,1,0,0,0,0,0,0,0,1,0.729332876
06c72a09a66dc22c9898ab9ca5cdaae9,"[10, 2, 4]",0,1,0,1,0,0,0,0,0,1,0.704384522
06ca816b56fd8da9526f896dfd3f135d,"[10, 2, 8, 5]",0,1,0,0,1,0,0,1,0,1,1.117552482
06e98fd1a644fe1e46ff58974127a1bb,"[10, 2, 1]",1,1,0,0,0,0,0,0,0,1,0.831877732
0758f5676748686e276b507b607f3d35,"[10, 2, 4, 5]",0,1,0,1,1,0,0,0,0,1,0.704334344
07601b034f8e36319188e57a49bd5ce8,"[10, 2, 4]",0,1,0,1,0,0,0,0,0,1,0.843835403
0761a37c97dccdc9d7f9d036e8588207,"[10, 2, 1]",1,1,0,0,0,0,0,0,0,1,0.754073387
07645408707f4f4bf4775fa41370f6f9,[10],0,0,0,0,0,0,0,0,0,1,0.7028884
07dfae0441fd39d7c11c113600f30091,"[10, 8, 2, 4]",0,1,0,1,0,0,0,1,0,1,0.852275521
07e178810f331d9443ca152241111e46,"[10, 2, 4, 5]",0,1,0,1,1,0,0,0,0,1,1.476685889
081234acd7c565a6692e5ecd767fa464,"[10, 2, 1]",1,1,0,0,0,0,0,0,0,1,0.729212297
0814bc7337c9aea7604bcf1e34602eec,"[10, 2]",0,1,0,0,0,0,0,0,0,1,0.681397575
089e01197d3c63c63adec44544b827d0,"[10, 2, 5, 4]",0,1,0,1,1,0,0,0,0,1,0.693433887
092bef56912fc2d068ff495b84c5981c,[10],0,0,0,0,0,0,0,0,0,1,0.632564757
0970ec7cf5331089986386e015e189a9,"[10, 8, 6, 1, 2]",1,1,0,0,0,1,0,1,0,1,0.663066501
0a657914023ad144786c19dd4d3c02c8,"[10, 2, 5, 4, 1]",1,1,0,1,1,0,0,0,0,1,0.756001352
0a7dcd7ad58d91e0373b21e4e4522cdf,"[10, 2, 4]",0,1,0,1,0,0,0,0,0,1,0.739847122
0ad31049154df70d7a12c76e3147f1b3,"[10, 2]",0,1,0,0,0,0,0,0,0,1,0.659913502
0aef6c211111272d7254889fc692314e,"[10, 2, 5, 1]",1,1,0,0,1,0,0,0,0,1,0.68151959
0b1332e23b1204f98d5d2284a541dabe,"[10, 2, 5, 8, 4, 1]",1,1,0,1,1,0,0,1,0,1,1.066348836
0b15062b3b1ad7158064ee8a49e9aea5,"[10, 2]",0,1,0,0,0,0,0,0,0,1,0.613812141
0b4e8eb359864e1ebeab51328cd56bdc,"[10, 2]",0,1,0,0,0,0,0,0,0,1,0.631995974
0b6b4b6801e2923eefbab61b93adf5ee,[10],0,0,0,0,0,0,0,0,0,1,0.601124194
0ba1a56bedc9564da325d5d04b095dda,"[10, 2, 5, 8, 1]",1,1,0,0,1,0,0,1,0,1,0.693364486
0c0e4d519a4ee4389b9292f0b149f2d4,"[10, 4]",0,0,0,1,0,0,0,0,0,1,0.803783089
0c11eade660c549fd30cc7b4007f6ef2,"[10, 2]",0,1,0,0,0,0,0,0,0,1,0.645426921
0c1dd2d929bd99da1cb41086bb9e58c6,[10],0,0,0,0,0,0,0,0,0,1,0.663763173
0c7b631a8ef6749bf461c2a5c41b1c3b,"[10, 5, 8]",0,0,0,0,1,0,0,1,0,1,0.777585803
0cd3887e363031fd0f04b1d477509287,[10],0,0,0,0,0,0,0,0,0,1,0.747385368
0cdbbeab4de6b46689588c1ae5d2e97c,[10],0,0,0,0,0,0,0,0,0,1,0.658215185
0cdc64278f3169e4b4be494f50a9067f,"[10, 2, 4, 8]",0,1,0,1,0,0,0,1,0,1,0.655618743
0d379be1f89da0c9303fb0bf0000422d,[10],0,0,0,0,0,0,0,0,0,1,0.688934462
0d8fa90a6d3b16bb345153356933a128,"[10, 4, 1]",1,0,0,1,0,0,0,0,0,1,0.755467858
0dbc325aa6f6923e3a4a925e3830c38a,"[10, 8, 2, 4]",0,1,0,1,0,0,0,1,0,1,0.765503737
0ddd1c046d2a572672c87f87e287a176,"[10, 2, 1, 4, 8]",1,1,0,1,0,0,0,1,0,1,0.756383344
0e7d44697efe5ffbd4a6888f9254516c,[10],0,0,0,0,0,0,0,0,0,1,0.739096271
0f38a6a31712df8e7e341cd036fd9aa5,"[10, 2]",0,1,0,0,0,0,0,0,0,1,0.700570918
0f77d5a3a5121cabb56b39ee1e11aac4,"[10, 4, 1, 2]",1,1,0,1,0,0,0,0,0,1,0.739230802
102a618824753eaad17a77509c445010,[10],0,0,0,0,0,0,0,0,0,1,0.670896721
10343475be320666b3b64f6794c90ebd,"[10, 2, 8, 5, 4]",0,1,0,1,1,0,0,1,0,1,0.787350853
104f0bb37ed8235a5567542988a0eef4,"[10, 2, 5, 1]",1,1,0,0,1,0,0,0,0,1,1.306534007
10a0dbd8490e8e1d2369b66bf7ea6c0c,"[10, 2, 4, 1]",1,1,0,1,0,0,0,0,0,1,0.722055235
1149b94c18c82d758c7807100f960103,"[10, 2, 4, 8]",0,1,0,1,0,0,0,1,0,1,0.747770177
11aca172784c464d9fd5c88f698ac350,"[10, 2, 5, 1]",1,1,0,0,1,0,0,0,0,1,0.712605901
12232158c649c2dd6591ae7adf8d4b0d,"[10, 2, 5, 4]",0,1,0,1,1,0,0,0,0,1,0.720061411
1277006e5ed70091eab8a8371950f2d1,"[10, 2, 4]",0,1,0,1,0,0,0,0,0,1,0.726491143
12cb73a15ca26bf59c4183bd067c5906,"[10, 4]",0,0,0,1,0,0,0,0,0,1,0.722207249
12d3b6e46ba8276510e366c348bc13cf,[10],0,0,0,0,0,0,0,0,0,1,0.632183636
13371f6fcfda3a0fb88e0d404700725f,"[10, 2]",0,1,0,0,0,0,0,0,0,1,0.725275252
133aefc4f4e851bf0a66685b388461e0,"[10, 2]",0,1,0,0,0,0,0,0,0,1,0.697953677
149203d00c4bb5664dda100d6eb2db6b,"[10, 2, 1, 8, 4]",1,1,0,1,0,0,0,1,0,1,0.732568279
1493bd69dd6c68eaa0a679ca252d5f5a,"[10, 4]",0,0,0,1,0,0,0,0,0,1,0.637214604
14a8bbda468794fcd892b35ed3832087,"[10, 2]",0,1,0,0,0,0,0,0,0,1,0.646567126
1502cf8839cd5b3d4f28f2899c18ce7e,"[10, 2]",0,1,0,0,0,0,0,0,0,1,0.71518891
156fc36e6b8f1690a122490f92850a9b,"[10, 2, 8]",0,1,0,0,0,0,0,1,0,1,0.708771136
15c7b09fde87ff4c25709229e8d86e9f,"[10, 2]",0,1,0,0,0,0,0,0,0,1,1.387104568
15f0f5d0a9c293644706e36c2e3e79cb,"[10, 2]",0,1,0,0,0,0,0,0,0,1,0.742296566
160379813b0fd087c4e0b581a6542d6a,"[10, 2]",0,1,0,0,0,0,0,0,0,1,0.665832626
160b5628c19386cb7ca4da92e9da26f0,"[10, 8, 2]",0,1,0,0,0,0,0,1,0,1,0.74597546
1624d9e1c8e1da02b7c60e3ff0c65287,"[10, 2]",0,1,0,0,0,0,0,0,0,1,0.639240623
168c5801595d4c0592a76a52a2638e0e,"[10, 2, 1, 8, 5]",1,1,0,0,1,0,0,1,0,1,0.704105037
170efd3c08dd99667ce0bafd8e9ef6e3,"[10, 2, 8]",0,1,0,0,0,0,0,1,0,1,0.720605961
17186f654d31fa50dc5f33c4eb221a23,"[10, 2, 8]",0,1,0,0,0,0,0,1,0,1,0.867886366
17272b14978f10ec7183fc4d41a8e2aa,"[10, 2]",0,1,0,0,0,0,0,0,0,1,0.683985761
175c443da7637ba3b53053561531a69e,"[10, 2, 5, 1]",1,1,0,0,1,0,0,0,0,1,0.811252983
