Base,Label,In Base,Detectable By MAIAN,MAIAN_Recall,MAIAN_Precision,Detectable By Mythril,Mythril_Recall,Mythril_Precision,Detectable By Semgrep,Semgrep_Recall,Semgrep_Precision,Detectable By Slither,Slither_Recall,Slither_Precision,Detectable By Solhint,Solhint_Recall,Solhint_Precision,Detectable By VeriSmart,VeriSmart_Recall,VeriSmart_Precision
TestSet,Reentrancy,True,False,0.0,,True,0.8518518518518519,0.2486486486486486,True,0.0185185185185185,0.1111111111111111,True,1.0,0.1985294117647058,True,0.6481481481481481,0.2071005917159763,False,0.0,
TestSet,Access Control,True,True,0.1578947368421052,0.4285714285714285,True,0.8157894736842105,0.2287822878228782,True,0.0394736842105263,1.0,True,0.7894736842105263,0.1612903225806451,True,0.8289473684210527,0.1518072289156626,True,0.75,0.1565934065934066
TestSet,Arithmetic,True,False,0.0,,True,0.8222222222222222,0.2090395480225988,True,0.0,,True,0.0888888888888888,0.0701754385964912,False,0.0,,True,0.9777777777777776,0.1134020618556701
TestSet,Unchecked Return Values,True,False,0.0,,True,0.5775862068965517,0.8701298701298701,False,0.0,,True,0.7672413793103449,0.4540816326530612,True,0.75,0.4142857142857143,False,0.0,
TestSet,DoS,True,True,0.0263157894736842,0.0454545454545454,True,0.3157894736842105,0.16,False,0.0,,True,0.631578947368421,0.1935483870967742,True,0.2368421052631578,0.1343283582089552,False,0.0,
TestSet,Bad Randomness,True,False,0.0,,True,0.25,0.0416666666666666,True,0.0,0.0,True,0.25,0.0178571428571428,True,0.25,0.0909090909090909,False,0.0,
TestSet,Front-Running,True,False,0.0,,True,0.7352941176470589,0.1366120218579235,False,0.0,,False,0.0,,False,0.0,,False,0.0,
TestSet,Time manipulation,True,False,0.0,,True,0.8,0.2828282828282828,False,0.0,,True,0.9714285714285714,0.2251655629139073,True,0.9714285714285714,0.1837837837837838,False,0.0,
